Nombre;Tipo;Valoración;Localización;Ciudad;Distancia;Cercanías;Descripción
H10 Marina Barcelona;Hotel;4 de 5;Sant Martí;Barcelona;a 2 km del centro;a 2 km del centro;El H10 Marina Hotel Barcelona está a 10 minutos a pie del puerto olímpico de Barcelona. Tiene gimnasio, spa y WiFi gratuita.
Leonardo Boutique Hotel Barcelona Sagrada Familia;Hotel;3 de 5;Sant Martí;Barcelona;a 3 km del centro;;El Leonardo Boutique Hotel Barcelona Sagrada Familia se encuentra a solo 15 minutos a pie de la Sagrada Familia de Gaudí.
Hotel Brummell;Hotel;4 de 5;Sants-Montjuïc;Barcelona;a 1,8 km del centro;a 1,8 km del centro;Hotel Brummell is a 20-room boutique hotel located a few steps from the Miró Foundation and The Grec theatre. Guests will benefit from free and unlimited yoga classes.
The Social Hub Barcelona Poblenou;Hotel;0 de 5;Sant Martí;Barcelona;a 3,8 km del centro;;The Social Hub Barcelona Poblenou está en Barcelona, a 16 min a pie de Platja de Llevant, y dispone de alojamiento con piscina al aire libre, parking privado, centro de fitness y jardín.
Garbi Millenni;Hotel;4 de 5;Ciutat Vella;Barcelona;a 1,3 km del centro;a 1,3 km del centro;El Hotel Millenni es un hotel boutique situado a 50 metros de la estación de metro de Paral·lel.
May Ramblas Hotel;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;;El May Ramblas Hotel está situado en Barcelona, Cataluña, a 200 metros de la Plaza Real, y ofrece solárium y vistas a la ciudad. Hay WiFi gratuita en todas las instalaciones.
Acevi Villarroel;Hotel;4 de 5;Eixample;Barcelona;a 1 km del centro;;El Acevi Villarroel ofrece wifi gratuita de alta velocidad, spa y piscina en la azotea durante el verano.
Hotel Suizo;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;Este hotel, situado en el barrio Gótico de Barcelona, cerca de la catedral, goza de una ubicación privilegiada para visitar los lugares de interés de esta emocionante ciudad.
Casa Llimona Hotel Boutique;Hotel;2 de 5;Eixample;Barcelona;a 0,6 km del centro;a 0,6 km del centro;El hotel boutique Casa Llimona está situado en la planta principal de un antiguo palacete construido en 1890.
Catalonia Diagonal Centro;Hotel;4 de 5;Eixample;Barcelona;a 1,3 km del centro;;El Catalonia Diagonal Centro se encuentra en pleno centro del barrio barcelonés del Eixample, a 300 metros de la estación de metro Diagonal.
Hotel Well and Come Barcelona;Hotel;4 de 5;Eixample;Barcelona;a 1,4 km del centro;a 1,4 km del centro;El Well and Come Hotel ofrece una terraza en la azotea con piscina de temporada y vistas a la ciudad y está situado junto a la estación de metro de Verdaguer, a 10 minutos a pie de la Sagrada Familia....
Hotel Actual;Hotel;3 de 5;Eixample;Barcelona;a 1,2 km del centro;a 1,2 km del centro;Ubicado en el centro del famoso barrio modernista de Barcelona, este sofisticado hotel es la base ideal para descubrir las famosas tiendas y los bares elegantes de la ciudad mientras admira las obras ...
Hotel Toledano Ramblas;Hotel;1 de 5;Ciutat Vella;Barcelona;a 250 m del centro;a 250 m del centro;Este hotel tiene una ubicación fantástica en las famosas Ramblas, junto a la plaza Cataluña y la zona comercial principal de Barcelona.
Ilunion Barcelona;Hotel;4 de 5;Sant Martí;Barcelona;a 3 km del centro;;El Ilunion Barcelona es un establecimiento moderno situado a 10 minutos de la playa de Bogatell, en el distrito 22, y cuenta con piscina en la azotea, solárium y gimnasio.
Ikonik Ramblas;Hotel;4 de 5;Ciutat Vella;Barcelona;a 1,1 km del centro;;Este hotel ultramoderno está situado en pleno centro de Barcelona, en las Ramblas, a solo 300 metros del paseo marítimo.
Hotel Monegal;Hotel;2 de 5;Ciutat Vella;Barcelona;a 200 m del centro;;El Hotel Monegal goza de una ubicación céntrica en la esquina entre la plaza Catalunya y Las Ramblas. Ofrece habitaciones económicas con conexión WiFi gratuita y TV vía satélite.
Aparthotel Atenea Calabria;Hotel;3 de 5;Eixample;Barcelona;a 1,6 km del centro;;El Aparthotel Atenea Calabria está situado a 200 metros de la estación de metro de Rocafort, a 10 minutos a pie de la plaza España.
Hotel 54 Barceloneta;Hotel;3 de 5;Ciutat Vella;Barcelona;a 1,9 km del centro;;Este hotel de diseño está situado en el barrio marítimo de la Barceloneta, en Barcelona.
Boutique Hotel H10 Montcada;Hotel;4 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;a 0,8 km del centro;El Boutique Hotel H10 Montcada tiene unas fantásticas vistas del Barrio Gótico de Barcelona y del mar desde su terraza en la azotea y su bañera de hidromasaje.
Zenit Borrell;Hotel;4 de 5;Eixample;Barcelona;a 1,6 km del centro;;El Zenit Borrell está situado en el barrio del Eixample de Barcelona, a 15 minutos a pie del elegante paseo de Gracia.
Grupotel Gravina;Hotel;3 de 5;Ciutat Vella;Barcelona;a 400 m del centro;;El Grupotel Gravina ocupa un edificio atractivo que data del siglo XIX y se encuentra justo al lado de la plaza Catalunya, la plaza principal de Barcelona, y a 5 minutos a pie de Las Ramblas.
BYPILLOW House;Hotel;1 de 5;Horta-Guinardó;Barcelona;a 3,8 km del centro;;El BYPILLOW House ofrece habitaciones con aire acondicionado, balcón, WiFi gratuita y aparcamiento privado.
Hotel Acta Azul Barcelona;Hotel;3 de 5;Sants-Montjuïc;Barcelona;a 2,5 km del centro;;El Hotel Acta Azul Barcelona, ubicado junto a la plaza de España y a los pies de Montjuïc, ofrece un alojamiento elegante en el centro de Barcelona.
Sonder La Casa del Sol;Hotel;3 de 5;Gracia;Barcelona;a 2 km del centro;;A 10-minute walk from La Pedrera, Sonder La Casa del Sol is situated in Barcelona and features rooms with free WiFi. Set in the Gràcia district, this hotel offers rooms with balcony.
Naitly Barcelona Poblenou;Hotel;4 de 5;Sant Martí;Barcelona;a 2 km del centro;a 2 km del centro;Naitly Barcelona Poblenou is 3 metro stops from Plaza Catalunya and 15 minutes walk from Barcelona’s beaches. There is free WiFi available throughout the property.
Hotel Barcelona Catedral;Hotel;4 de 5;Ciutat Vella;Barcelona;a 500 m del centro;;Este alojamiento alberga gimnasio y terraza en la azotea con piscina y fantásticas vistas a la ciudad. Está situado en el histórico Barrio Gótico, a 100 metros de la catedral de Barcelona.
Onix Liceo;Hotel;3 de 5;Ciutat Vella;Barcelona;a 1 km del centro;;El Onix Liceo está ubicado en Las Ramblas de Barcelona, junto al Palau Güell de Gaudí y a 300 metros de la estación de metro Liceo. Este hotel es elegante y cuenta con terraza solárium y WiFi...
Hotel Casa Gardenia;Hotel;2 de 5;Ciutat Vella;Barcelona;a 0,9 km del centro;;Hotel Casa Gardenia es un alojamiento con una ubicación ideal en Barcelona que ofrece piscina al aire libre, wifi gratis, terraza y habitaciones con aire acondicionado.
The Hoxton, Poblenou;Hotel;4 de 5;Sant Martí;Barcelona;a 2,5 km del centro;;El The Hoxton, Poblenou se encuentra en Barcelona, a 1,7 km de Bogatell, y ofrece alojamiento con restaurante, aparcamiento privado, piscina al aire libre y bar.
Senator Barcelona Apartments;Hotel;3 de 5;Sarrià-Sant Gervasi;Barcelona;a 2,6 km del centro;;Los Apartamentos Senator Barcelona están situados en la Vía Augusta, en una agradable zona residencial, a 2 minutos a pie de la estación de tren de Muntaner.
Hilton Barcelona;Hotel;4 de 5;Les Corts;Barcelona;a 3,3 km del centro;;El elegante Hilton Barcelona cuenta con un impresionante vestíbulo y ofrece WiFi gratuita, acceso al gimnasio 24 horas y habitaciones con vistas a la ciudad y TV de plasma.
Silken Ramblas;Hotel;4 de 5;Ciutat Vella;Barcelona;a 450 m del centro;;Este hotel elegante goza de una ubicación céntrica excelente en Barcelona, a 50 metros de Las Ramblas y a solo 100 metros de la plaza Catalunya. Dispone de piscina en la azotea, sauna y WiFi gratuita....
Casa Abamita;Hotel;3 de 5;Eixample;Barcelona;a 0,6 km del centro;;Los Apartamentos Mayerling Abamita se encuentran en Barcelona y ofrecen alojamiento con aire acondicionado. El establecimiento está a 600 metros de la plaza Plaça Catalunya.
Catalunya;Hotel;2 de 5;Ciutat Vella;Barcelona;a 250 m del centro;;El Hotel Catalunya goza de una ubicación céntrica en el Barrio Gótico de Barcelona, junto a las Ramblas y a 50 metros de la plaza Catalunya.
Hotel SERHS Rivoli Rambla;Hotel;4 de 5;Ciutat Vella;Barcelona;a 350 m del centro;;El Hotel SERHS Rivoli Rambla, situado en la famosa Rambla, cuenta con un bonito patio interior y una terraza con vistas al Barrio Gótico.
Hotel Madanis;Hotel;4 de 5;Barcelona;;a 4,2 km del centro;;Este moderno hotel inaugurado en 2007 está enfrente del legendario estadio Camp Nou del FC Barcelona, es el hotel más cercano a este templo del fútbol.
H10 Raco del Pi;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,5 km del centro;;El H10 Raco del Pi ofrece alojamiento de 3 estrellas en Barcelona, a 2,2 km de la playa de San Sebastián y a 2,2 km de la playa del Somorrostro.
Guitart Grand Passage;Hotel;4 de 5;Eixample;Barcelona;a 1,8 km del centro;;Este hotel moderno ofrece suites amplias con aire acondicionado, zona de estar independiente, balcón privado, conexión WiFi gratuita y 2 TV.
Flor Parks;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;El Flor Parks, que ofrece terraza en la azotea y wifi gratuita, se encuentra en Las Ramblas de Barcelona, junto a la estación de metro Liceu.
Novotel Barcelona City;Hotel;4 de 5;Sant Martí;Barcelona;a 2,6 km del centro;;El Novotel Barcelona City está situado en la zona vanguardista de la ciudad, a solo 15 minutos del centro de Barcelona, junto a la Torre Agbar, diseñada por Jean Nouvel.
Alba Hotel;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;Este hotel está situado en el corazón de la cosmopolita ciudad de Barcelona, a poca distancia de las Ramblas y a poca distancia de varios lugares de interés como el teatro del Liceu y Plaza Catalunya....
DestinationBCN - Universitat Rooms;Hotel;0 de 5;Eixample;Barcelona;a 400 m del centro;a 400 m del centro;El DestinationBCN - Universitat Rooms está ubicado en el distrito barcelonés del Ensanche y ofrece habitaciones con aire acondicionado y TV de pantalla plana con canales vía satélite.
Oriente Atiram Hotel;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,9 km del centro;;El establecimiento Atiram Oriente se encuentra en Las Ramblas, entre el teatro del Liceu y el monumento a Colón. Ocupa un edificio del siglo XIX y cuenta con restaurante, terraza y WiFi gratuita.
Room Mate Anna;Hotel;4 de 5;Eixample;Barcelona;a 0,7 km del centro;;El Room Mate Anna se encuentra en el centro de Barcelona y alberga una terraza solárium y una piscina pequeña de temporada en la azotea con vistas.
Numa l Roca Rooms & Apartments;Hotel;4 de 5;Eixample;Barcelona;a 0,9 km del centro;a 0,9 km del centro;El numa I Roca Rooms & Apartments se encuentra a solo 600 metros del Passeig de Gràcia y ofrece habitaciones amplias decoradas con buen gusto en estilo vintage, aire acondicionado, WiFi gratuita y set...
Aparthotel Bertrán;Hotel;3 de 5;Sarrià-Sant Gervasi;Barcelona;a 3,6 km del centro;;El Aparthotel Bertrán se encuentra en una zona tranquila de Barcelona, a 5 minutos a pie de la estación de ferrocarriles FGC de Avinguda Tibidabo y de la estación de metro de Vallcarca.
Hotel Continental Barcelona;Hotel;3 de 5;Ciutat Vella;Barcelona;a 250 m del centro;;El Hotel Continental se encuentra en Las Ramblas, al lado de la plaza de Cataluña, y dispone de habitaciones atractivas con nevera y WiFi de alta velocidad gratuita.
Catalonia La Boquería;Hotel;4 de 5;Ciutat Vella;Barcelona;a 0,7 km del centro;;El hotel Catalonia La Boqueria está en el centro del centro histórico de Barcelona, a pocos metros de Las Ramblas. Este hotel elegante ofrece wifi gratuita y habitaciones con TV vía satélite.
Hotel Granvia;Hotel;3 de 5;Eixample;Barcelona;a 350 m del centro;;El Granvia ocupa un edificio impresionante del siglo XIX situado a 100 metros de las tiendas y restaurantes del Passeig de Gràcia.
Mesón Castilla Atiram Hotels;Hotel;3 de 5;Ciutat Vella;Barcelona;a 400 m del centro;;El Mesón Castilla está situado en el centro de Barcelona, a solo 100 metros de Las Ramblas y la Plaça Catalunya.
Boutique Hotel H10 Catalunya Plaza;Hotel;3 de 5;Eixample;Barcelona;a 100 m del centro;a 100 m del centro;El impresionante Boutique Hotel H10 Catalunya Plaza se encuentra en la plaza, a solo 200 metros de Las Ramblas. Ofrece habitaciones elegantes con aire acondicionado, conexión wifi gratuita y terraza.
HCC Regente;Hotel;4 de 5;Eixample;Barcelona;a 0,9 km del centro;;El Hotel HCC Regente ocupa un tradicional edificio modernista recién restaurado que conserva sus elementos originales. El HCC Regente se encuentra en la rambla de Cataluña.
Leonardo Hotel Barcelona Las Ramblas;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;El Leonardo Hotel Barcelona Las Ramblas se encuentra en pleno centro histórico de Barcelona, a solo 200 metros del paseo de Las Ramblas.
Hotel Granados 83, a member of Preferred Hotels & Resorts;Hotel;4 de 5;Eixample;Barcelona;a 1,2 km del centro;;El Granados 83, situado a 250 metros de la estación de metro Diagonal de Barcelona, alberga un gimnasio pequeño, una terraza en la azotea equipada con una piscina pequeña y un bar de cócteles.
Hotel Balmes, a member of Preferred Hotels & Resorts;Hotel;4 de 5;Eixample;Barcelona;a 1 km del centro;;El Balmes se encuentra en el centro de Barcelona, a 5 minutos a pie del famoso Paseo de Gracia. Ofrece piscina, centro de fitness y habitaciones modernas con TV vía satélite.
Vincci Maritimo;Hotel;4 de 5;Sant Martí;Barcelona;a 4,2 km del centro;;El Vincci Marítimo se encuentra a 10 minutos a pie del centro comercial Diagonal Mar y del centro de convenciones CCIB de Barcelona.
Hotel Rialto;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,8 km del centro;;Este elegante hotel, situado justo al lado de las famosas Ramblas de Barcelona, ocupa un edificio histórico donde nació el artista Joan Miró.
AC Hotel Diagonal L'Illa by Marriott;Hotel;4 de 5;Les Corts;Barcelona;a 2,9 km del centro;;El AC Hotel Diagonal L´Illa ofrece alojamiento en Barcelona, a 1,8 km del Camp Nou. El establecimiento cuenta con restaurantes y aparcamiento de pago ubicado en el centro comercial.
Nobu Hotel Barcelona;Hotel;5 de 5;Sants-Montjuïc;Barcelona;a 2,4 km del centro;;Nobu Hotel Barcelona está en Barcelona, a 5 min a pie de Estación de tren de Sants, y dispone de alojamiento con piscina al aire libre, parking privado, centro de fitness y terraza.
Hotel Medinaceli New reopening 2025;Hotel;4 de 5;Ciutat Vella;Barcelona;a 1,2 km del centro;;El elegante establecimiento Hotel Medinaceli New reopening 2025 está ubicado en el palacio original de los duques de Hotel Medinaceli New reopening 2025 y tiene la categoría de Monumento Especial.
HCC Montblanc;Hotel;3 de 5;Ciutat Vella;Barcelona;a 300 m del centro;;El HCC Montblanc está ubicado en el barrio Gótico, junto a la estación de metro Urquinaona, y ofrece habitaciones con aire acondicionado, WiFi gratuita, TV vía satélite y minibar.
BcnStop Sagrada Familia;Hotel;3 de 5;Horta-Guinardó;Barcelona;a 2,7 km del centro;;BcnStop Sagrada Familia, en Barcelona, se encuentra a 13 min a pie de Sagrada Familia y ofrece alojamiento con aire acondicionado y wifi gratis, además de acceso a la terraza.
Axel Hotel Barcelona - Adults Only;Hotel;4 de 5;Eixample;Barcelona;a 0,8 km del centro;;La zona que rodea el Hotel Axel Barcelona es conocida como el Gay-xample, por su animado ambiente gay. El personal conoce bien el ambiente gay local y el hotel es hetero friendly.
W Barcelona;Hotel;5 de 5;Ciutat Vella;Barcelona;a 2,6 km del centro;a 2,6 km del centro;El W Barcelona ocupa un impresionante edificio con forma de vela situado junto a la playa de la Barceloneta, presenta un diseño espectacular y goza de vistas fantásticas a Barcelona.
Andante Hotel;Hotel;3 de 5;Ciutat Vella;Barcelona;a 1,2 km del centro;;El Andante Hotel se encuentra en el centro de Barcelona, a 350 metros de la estación de metro de Drassanes y de La Rambla, y dispone de una pequeña piscina en la azotea con unas vistas impresionantes...
Líbere Barcelona Sant Antoni;Hotel;4 de 5;Eixample;Barcelona;a 0,7 km del centro;a 0,7 km del centro;El Líbere Barcelona Sant Antoni está situado a 200 metros de la estación de metro Universitat y ofrece habitaciones elegantes con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana vía...
Chic & Basic Born Boutique Hotel;Hotel;3 de 5;Ciutat Vella;Barcelona;a 1 km del centro;;Este hotel de diseño se encuentra en el moderno barrio barcelonés del Born, a 250 metros del Museo Picasso.
Room Mate Pau;Hotel;3 de 5;Eixample;Barcelona;a 200 m del centro;;El Room Mate Pau está a 50 metros de la emblemática plaza de Cataluña. Ofrece una decoración elegante, terraza y habitaciones luminosas y modernas con WiFi gratuita.
Labtwentytwo Barcelona, a Tribute Portfolio Hotel;Hotel;4 de 5;Sant Martí;Barcelona;a 3,4 km del centro;;Labtwentytwo Barcelona, a Tribute Portfolio Hotel se encuentra en Barcelona, a 1,9 km de Platja de la Nova Mar Bella, y ofrece alojamiento con piscina al aire libre, parking privado, centro de fitness...
Aparthotel Rambla108;Hotel;3 de 5;Ciutat Vella;Barcelona;a 0,5 km del centro;;El Apartments Ramblas108 ofrece apartamentos modernos en Las Ramblas de Barcelona, en pleno centro de la ciudad. Cada apartamento está equipado con aire acondicionado y WiFi gratuita.
Hotel Condes de Barcelona;Hotel;4 de 5;Eixample;Barcelona;a 1 km del centro;;El Hotel Condes Barcelona se encuentra un edificio del siglo XIX en la avenida Passeig de Gràcia y ofrece piscina de temporada y terraza en la azotea. Además, cuenta con gimnasio y sauna.
